State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
CO,1952,3112.0,0,747.0,Frame,4,599457.0,1000,Urban,29,True,False,34.42,7.77,120,551349.0,0.513,30.59,18.29,1.54,35,0.67,Poor,2,Low,74,48108.0,False,Elevated,3260.09,0,0.0
TX,2006,2916.0,0,538.0,Fire Resistive,6,474103.0,2000,Urban,19,False,False,26.05,24.24,120,478291.0,1.303,18.08,51.75,6.43,85,1.4,Excellent,1,Low,20,0.0,False,Moderate,1600.57,0,0.0
CO,1999,2186.0,0,710.0,Frame,6,524398.0,1000,Urban,17,True,True,9.87,17.05,120,382364.0,0.332,10.43,62.12,1.67,89,2.28,Adequate,2,Low,27,142034.0,False,Moderate,1132.07,0,0.0
CA,2021,3116.0,0,700.0,Frame,7,673528.0,1000,Suburban,4,True,False,4.93,46.84,120,524945.0,0.836,9.92,66.2,2.69,91,11.64,Adequate,0,Low,5,148583.0,True,Elevated,2059.73,0,0.0
CO,1995,2156.0,0,789.0,Frame,6,246120.0,2000,Suburban,19,True,True,22.73,1.26,120,340575.0,0.496,5.43,46.92,2.35,72,10.86,Poor,3,High,31,0.0,False,Low,652.75,0,0.0
WA,1998,2187.0,0,842.0,Frame,6,430138.0,5000,Suburban,11,False,False,31.26,3.21,120,392597.0,0.463,50.73,27.08,1.55,69,0.74,Adequate,0,Low,28,37541.0,False,Moderate,1418.95,0,0.0
CO,1956,800.0,0,699.0,Frame,5,200920.0,500,Suburban,20,False,False,12.51,48.3,120,198554.0,0.669,64.49,36.06,0.3,40,2.24,Adequate,1,Low,70,2366.0,False,Moderate,1021.05,0,0.0
CA,1958,800.0,0,700.0,Frame,2,178820.0,5000,Suburban,19,True,True,35.16,19.48,120,142664.0,0.568,10.79,43.94,2.22,48,3.14,Adequate,0,Low,68,36156.0,True,Low,675.84,0,0.0
CA,1997,1547.0,0,700.0,Frame,3,363364.0,500,Suburban,7,True,False,23.48,5.55,120,364074.0,0.845,24.72,68.21,8.87,76,8.37,Excellent,2,Low,29,0.0,True,Low,900.95,0,0.0
GA,1971,2483.0,0,663.0,Frame,4,564538.0,2000,Rural,17,False,True,20.98,7.2,120,444416.0,0.352,26.21,47.55,12.76,44,0.16,Excellent,0,Low,55,120122.0,False,Elevated,2018.25,0,0.0
TX,1991,2165.0,0,803.0,Masonry,6,462717.0,1000,Suburban,5,False,False,17.85,1.53,120,400426.0,0.702,53.96,49.01,1.26,45,0.39,Poor,1,Moderate,35,62291.0,False,Moderate,1484.38,0,0.0
CO,1969,800.0,1,442.0,Frame,9,156679.0,1000,Suburban,9,True,False,27.54,26.59,23,120233.0,1.561,32.89,64.83,3.32,41,33.61,Poor,2,Low,57,36446.0,False,Moderate,1809.93,0,0.0
MA,1990,1834.0,0,700.0,Frame,9,300041.0,1000,Suburban,10,False,False,29.14,40.68,120,371347.0,1.75,29.41,41.24,1.18,59,5.24,Excellent,0,Low,36,0.0,True,Moderate,1994.46,0,0.0
TX,2009,2054.0,0,672.0,Frame,5,607486.0,1000,Urban,1,True,False,14.23,23.67,120,372098.0,0.353,54.64,37.98,1.22,40,9.21,Poor,2,Moderate,17,235388.0,False,Elevated,2350.07,0,0.0
MA,2011,2261.0,2,700.0,Frame,7,438912.0,1000,Suburban,13,True,False,18.12,0.67,31,400434.0,1.702,7.01,18.02,1.27,92,11.27,Excellent,1,Low,15,38478.0,True,Elevated,2277.06,0,0.0
CA,1957,1940.0,0,700.0,Frame,5,427137.0,1000,Rural,7,False,True,20.65,12.27,120,397936.0,0.208,34.41,71.91,2.25,30,1.38,Adequate,0,Low,69,29201.0,True,Moderate,1796.09,0,0.0
MA,2003,2969.0,2,700.0,Frame,4,740974.0,1000,Rural,23,True,True,21.74,10.15,21,426659.0,0.427,24.16,15.85,2.93,92,4.37,Adequate,0,Low,23,314315.0,True,Elevated,3060.23,1,13435.25
CA,1996,1489.0,0,700.0,Masonry,6,178158.0,1000,Rural,15,False,False,4.98,20.77,120,175843.0,0.828,28.01,57.46,3.74,64,1.71,Adequate,0,Moderate,30,2315.0,True,Low,336.01,0,0.0
TX,1998,2566.0,1,669.0,Frame,10,697160.0,1000,Urban,13,False,False,5.5,14.24,31,567581.0,1.995,19.45,28.86,7.85,86,10.87,Adequate,2,Low,28,129579.0,False,High,5622.44,1,37977.05
TX,1959,3471.0,0,646.0,Frame,3,893342.0,1000,Suburban,27,True,False,9.66,37.16,120,635519.0,0.396,30.86,29.72,0.78,45,4.4,Poor,3,High,67,257823.0,False,High,4144.67,0,0.0
GA,2005,2180.0,1,621.0,Masonry,9,423208.0,2000,Rural,24,True,False,11.04,3.98,36,387108.0,0.973,22.04,59.6,9.78,99,2.25,Adequate,0,High,21,36100.0,False,Moderate,1321.95,0,0.0
CO,1952,1603.0,0,643.0,Masonry,4,307159.0,5000,Suburban,26,False,False,19.23,42.2,120,254468.0,0.886,42.24,10.22,0.86,34,4.37,Excellent,2,Low,74,52691.0,False,Moderate,1756.47,0,0.0
WA,2007,2136.0,0,765.0,Masonry,7,420748.0,1000,Suburban,5,False,False,26.23,17.36,120,283900.0,1.376,32.92,36.69,1.61,58,15.49,Poor,0,High,19,136848.0,False,Moderate,1647.27,0,0.0
CO,1982,1985.0,0,648.0,Masonry,10,598586.0,1000,Urban,16,False,True,18.14,73.61,120,366689.0,0.998,48.69,64.5,6.49,73,11.28,Adequate,2,Low,44,231897.0,False,High,6791.49,0,0.0
WA,1958,1123.0,0,426.0,Frame,1,215286.0,1000,Rural,27,True,False,14.34,58.78,120,220619.0,0.201,47.49,29.98,4.97,56,33.38,Adequate,0,Low,68,0.0,False,Low,953.61,0,0.0
CO,1984,2001.0,0,842.0,Frame,7,443017.0,5000,Suburban,23,False,True,31.2,23.51,120,411618.0,0.22,20.86,53.78,3.09,89,32.64,Adequate,3,Moderate,42,31399.0,False,Elevated,2159.79,0,0.0
NY,1977,1421.0,0,576.0,Frame,5,372726.0,1000,Rural,17,True,True,25.43,18.64,120,267549.0,0.419,67.37,70.32,5.43,67,27.58,Poor,0,Low,49,105177.0,False,Moderate,1326.24,1,20424.83
OK,1996,1372.0,0,770.0,Frame,2,195010.0,2000,Urban,19,False,False,6.82,6.82,120,192044.0,0.135,10.06,66.66,31.08,81,1.07,Adequate,4,Moderate,30,2966.0,False,Low,300.0,0,0.0
TX,1998,1617.0,1,700.0,Frame,6,472981.0,2000,Rural,3,True,False,12.33,0.22,20,310229.0,1.229,25.71,50.55,6.35,59,2.25,Poor,5,Low,28,162752.0,False,Moderate,1209.26,0,0.0
GA,1988,2626.0,0,669.0,Masonry,7,581852.0,2000,Rural,9,True,False,29.27,1.34,120,447101.0,0.987,51.23,33.85,10.36,45,0.92,Poor,4,Moderate,38,134751.0,False,Moderate,1654.14,0,0.0
GA,2017,3436.0,1,632.0,Frame,9,935677.0,1000,Rural,7,False,False,0.0,0.88,30,635105.0,0.68,24.15,23.61,1.35,90,8.26,Poor,0,Moderate,9,300572.0,False,Elevated,3035.44,0,0.0
CA,2008,2746.0,0,700.0,Frame,4,429459.0,2000,Urban,5,True,True,18.86,58.39,120,575862.0,0.484,59.56,46.37,2.46,62,45.0,Adequate,2,Low,18,0.0,True,Moderate,1084.74,0,0.0
GA,1990,2794.0,0,736.0,Fire Resistive,8,415089.0,500,Suburban,18,True,False,28.91,27.72,120,503528.0,0.864,13.23,28.8,11.02,62,6.02,Poor,1,Moderate,36,0.0,False,Moderate,1627.89,0,0.0
TX,1974,1829.0,1,610.0,Frame,8,423690.0,500,Urban,17,False,True,31.91,2.64,16,410002.0,0.296,13.32,51.92,1.61,67,6.83,Adequate,6,High,52,13688.0,False,Elevated,3329.53,1,26604.59
LA,2020,2147.0,1,724.0,Frame,6,500261.0,5000,Suburban,1,True,False,9.64,13.45,4,340588.0,0.461,20.11,48.69,2.7,65,19.39,Poor,0,Moderate,6,159673.0,False,Low,784.0,0,0.0
WA,2016,1622.0,0,656.0,Masonry,5,459217.0,2000,Rural,2,False,False,8.18,62.66,120,346106.0,0.391,24.78,43.63,3.0,89,14.11,Adequate,0,Moderate,10,113111.0,False,Moderate,1129.25,0,0.0
TX,1958,2007.0,0,654.0,Frame,7,423165.0,1000,Suburban,9,True,True,6.7,13.34,120,451292.0,0.594,42.26,33.75,9.05,31,18.16,Excellent,2,Low,68,0.0,False,Moderate,1735.53,0,0.0
CA,1976,2768.0,1,700.0,Frame,4,493500.0,2000,Suburban,27,True,True,36.74,2.14,7,530600.0,0.386,29.32,27.34,0.95,80,2.59,Poor,3,Low,50,0.0,True,Elevated,3149.37,0,0.0
MA,1992,1811.0,0,700.0,Frame,5,223100.0,2000,Urban,28,True,False,24.79,2.74,120,289887.0,0.315,33.7,34.65,0.66,95,22.11,Adequate,4,Low,34,0.0,True,Moderate,1010.58,0,0.0
NY,1952,2150.0,0,655.0,Frame,5,439432.0,500,Urban,28,True,True,17.89,1.14,120,291732.0,0.309,11.64,82.86,0.6,34,19.97,Excellent,0,Low,74,147700.0,False,Elevated,3012.49,0,0.0
NY,2023,3638.0,1,703.0,Fire Resistive,10,988056.0,2000,Urban,1,True,False,0.61,1.81,34,595525.0,1.514,17.52,49.24,1.29,91,15.07,Excellent,1,Low,3,392531.0,False,High,3789.32,0,0.0
MA,2017,2113.0,0,700.0,Frame,8,228651.0,2000,Urban,13,True,False,36.47,24.25,120,291401.0,0.689,30.88,55.34,15.49,90,0.52,Adequate,0,Low,9,0.0,True,Low,965.36,0,0.0
TX,1958,1625.0,0,669.0,Frame,8,525296.0,1000,Suburban,25,False,False,23.71,4.81,120,318994.0,0.813,14.45,53.86,15.32,60,3.02,Poor,2,Moderate,68,206302.0,False,High,4644.42,0,0.0
CA,2000,2431.0,0,700.0,Frame,4,765552.0,1000,Suburban,3,False,True,13.26,70.45,120,516277.0,0.652,20.3,46.3,1.09,57,7.19,Adequate,2,High,26,249275.0,True,High,4643.01,0,0.0
Other,2002,1766.0,0,745.0,Frame,5,539261.0,1000,Suburban,4,True,True,14.27,13.61,120,332004.0,0.48,33.88,45.68,13.23,67,5.03,Adequate,1,Low,24,207257.0,False,Moderate,1407.18,0,0.0
LA,1997,1812.0,0,678.0,Frame,1,353730.0,1000,Rural,18,False,True,25.67,14.23,120,395637.0,0.364,32.83,30.56,19.63,92,13.97,Adequate,0,Moderate,29,0.0,False,Moderate,1289.42,0,0.0
OK,1974,1828.0,0,592.0,Frame,2,411158.0,1000,Suburban,10,True,False,17.28,18.57,120,341758.0,0.429,36.22,36.59,4.74,43,35.62,Poor,3,Moderate,52,69400.0,False,Moderate,1667.9,0,0.0
FL,1983,1461.0,0,727.0,Frame,3,381124.0,5000,Suburban,6,False,False,2.45,4.46,120,290357.0,0.318,44.08,52.21,11.48,46,0.52,Adequate,1,Low,43,90767.0,False,Moderate,1055.56,0,0.0
Other,1983,2633.0,1,673.0,Frame,6,526080.0,1000,Rural,25,False,False,21.88,23.07,29,371766.0,0.666,48.68,33.62,0.73,73,32.23,Adequate,0,Low,43,154314.0,False,Elevated,2774.26,0,0.0
TX,1980,2981.0,0,702.0,Frame,4,636437.0,1000,Rural,22,False,False,21.21,4.75,120,493133.0,0.36,41.64,49.69,8.46,61,0.56,Adequate,5,Low,46,143304.0,False,Elevated,3196.31,0,0.0
TX,2004,1909.0,1,739.0,Frame,1,352874.0,1000,Suburban,13,True,False,12.02,8.72,12,321423.0,0.161,31.8,15.69,1.47,84,9.24,Excellent,2,Moderate,22,31451.0,False,Low,776.64,0,0.0
FL,2000,2923.0,0,780.0,Masonry,6,578298.0,1000,Suburban,8,True,False,18.43,1.7,120,469350.0,2.286,10.7,76.94,3.13,51,0.66,Excellent,0,Low,26,108948.0,False,Elevated,2049.98,0,0.0
MA,2001,2349.0,0,700.0,Frame,10,433814.0,500,Suburban,9,True,True,13.49,10.18,120,424164.0,3.345,39.44,53.83,6.08,67,3.84,Poor,0,Low,25,9650.0,True,Moderate,1106.04,0,0.0
TX,1962,1745.0,0,627.0,Frame,7,499612.0,500,Suburban,10,False,True,12.79,7.96,120,343708.0,0.293,37.87,52.82,23.34,35,10.03,Poor,7,Moderate,64,155904.0,False,Elevated,2491.54,0,0.0
FL,1985,1779.0,2,787.0,Frame,10,281453.0,500,Urban,15,False,True,29.41,34.43,22,337968.0,0.894,38.27,87.26,24.15,63,17.38,Adequate,0,Low,41,0.0,False,High,3738.58,0,0.0
CO,1989,2150.0,0,850.0,Frame,1,378636.0,2000,Urban,24,True,True,19.27,10.58,120,353490.0,0.29,32.45,53.29,1.6,85,19.27,Poor,5,Low,37,25146.0,False,Low,713.71,0,0.0
OK,1966,2619.0,0,661.0,Frame,10,619476.0,1000,Rural,28,False,False,11.4,2.87,120,409828.0,0.269,9.44,16.6,2.74,68,45.0,Excellent,7,Low,60,209648.0,False,Elevated,3178.58,0,0.0
CA,2009,2385.0,1,700.0,Frame,5,634709.0,2000,Urban,3,True,False,35.01,34.91,16,370602.0,0.93,12.89,63.08,3.08,60,2.06,Adequate,0,Low,17,264107.0,True,Elevated,3338.5,0,0.0
OK,2018,1643.0,1,523.0,Frame,6,377832.0,1000,Rural,4,True,False,1.61,30.46,34,178834.0,0.982,42.9,43.43,3.53,83,19.76,Adequate,1,Low,8,198998.0,False,Moderate,1067.21,0,0.0
FL,1969,1504.0,2,581.0,Fire Resistive,6,253968.0,1000,Rural,17,False,False,1.01,41.65,11,290580.0,0.331,44.06,68.89,8.59,47,10.47,Adequate,0,Low,57,0.0,False,Moderate,1110.28,0,0.0
FL,1998,1800.0,1,657.0,Frame,2,475426.0,2000,Suburban,14,False,False,3.97,29.29,13,270426.0,0.423,38.45,20.35,17.35,82,2.19,Excellent,1,Low,28,205000.0,False,Moderate,1660.21,0,0.0
CA,1983,1684.0,0,700.0,Frame,6,250870.0,5000,Rural,27,False,False,19.81,8.3,120,217857.0,0.393,15.71,70.23,0.29,86,4.36,Adequate,3,Low,43,33013.0,True,Low,853.06,0,0.0
Other,2002,2031.0,0,641.0,Frame,2,457594.0,500,Suburban,18,False,False,11.11,1.04,120,343126.0,0.494,36.28,48.93,4.45,92,31.84,Excellent,3,Low,24,114468.0,False,Low,812.53,0,0.0
LA,1956,2481.0,0,559.0,Fire Resistive,7,708648.0,1000,Urban,24,True,False,8.39,8.26,120,526177.0,1.239,18.13,51.23,11.03,45,45.0,Adequate,0,Low,70,182471.0,False,High,6676.57,0,0.0
CA,1969,2795.0,1,700.0,Frame,1,491869.0,500,Urban,24,False,False,29.36,13.67,33,430769.0,0.214,35.93,30.21,6.63,44,1.16,Adequate,3,Low,57,61100.0,True,Elevated,2109.33,1,45522.43
FL,2006,2638.0,0,719.0,Frame,1,481333.0,2000,Urban,20,False,False,8.98,4.83,120,431025.0,0.247,22.88,49.74,5.01,90,18.17,Adequate,0,Moderate,20,50308.0,False,Moderate,1123.04,0,0.0
CA,1976,1109.0,0,700.0,Frame,9,229344.0,1000,Urban,20,False,False,24.81,22.95,120,159432.0,0.516,47.35,47.84,4.63,64,5.36,Poor,0,Low,50,69912.0,True,Moderate,1654.98,0,0.0
CO,1978,1264.0,0,776.0,Frame,8,204086.0,1000,Rural,18,False,False,28.14,18.84,120,221390.0,0.501,6.34,52.77,4.63,60,0.68,Adequate,2,Low,48,0.0,False,Low,880.51,0,0.0
LA,2011,2948.0,0,691.0,Frame,1,617096.0,1000,Suburban,9,False,False,6.5,28.56,120,472010.0,0.806,26.1,3.71,2.3,75,10.17,Poor,0,Low,15,145086.0,False,Moderate,1175.86,0,0.0
CA,1973,1917.0,1,700.0,Frame,7,336579.0,2000,Suburban,25,False,False,2.42,15.29,33,364119.0,0.121,38.36,72.65,1.0,73,23.33,Poor,3,Moderate,53,0.0,True,Moderate,1936.74,0,0.0
Other,2015,2301.0,0,681.0,Masonry,7,618709.0,1000,Urban,5,True,False,17.7,1.0,120,513764.0,0.116,27.63,58.63,1.77,94,2.25,Excellent,2,Low,11,104945.0,False,Elevated,2409.12,0,0.0
FL,2011,2663.0,0,638.0,Masonry,7,727124.0,2000,Urban,10,True,False,31.57,0.1,120,484984.0,1.125,29.38,71.96,8.46,90,4.45,Poor,0,High,15,242140.0,False,Elevated,3273.22,0,0.0
TX,1955,2156.0,1,690.0,Frame,4,565174.0,1000,Suburban,28,False,False,33.1,0.0,23,491886.0,1.88,41.0,54.27,1.55,60,3.99,Adequate,5,Low,71,73288.0,False,High,5025.58,0,0.0
CA,2015,3086.0,0,700.0,Frame,5,545353.0,2000,Rural,12,False,False,7.86,74.46,120,391345.0,0.348,44.13,68.54,0.96,77,3.8,Poor,2,Moderate,11,154008.0,True,Elevated,2921.35,0,0.0
CA,1979,2400.0,0,700.0,Frame,3,599057.0,1000,Urban,13,True,False,18.35,14.97,120,472512.0,0.304,46.45,69.0,0.6,56,0.07,Poor,0,Moderate,47,126545.0,True,Elevated,2504.06,0,0.0
WA,2002,2488.0,1,705.0,Fire Resistive,6,438354.0,2000,Suburban,18,False,False,3.6,26.62,14,427140.0,1.43,45.84,40.05,0.62,85,12.16,Adequate,2,Low,24,11214.0,False,Moderate,1290.36,0,0.0
NY,2017,1931.0,0,714.0,Frame,7,255452.0,1000,Urban,6,False,True,0.0,3.11,120,253238.0,1.112,11.34,69.85,0.9,79,6.96,Poor,0,Moderate,9,2214.0,False,Low,914.1,0,0.0
MA,2017,3008.0,0,700.0,Frame,4,895058.0,2000,Suburban,3,True,False,28.87,0.17,120,564084.0,0.378,36.65,32.34,0.55,83,0.73,Excellent,1,Moderate,9,330974.0,True,Elevated,2224.68,0,0.0
TX,2009,1882.0,0,602.0,Frame,7,351726.0,1000,Suburban,6,False,False,8.22,11.41,120,349288.0,1.406,18.32,56.33,8.92,78,0.57,Adequate,3,Low,17,2438.0,False,Low,749.77,0,0.0
FL,1973,2519.0,1,734.0,Frame,1,424555.0,2000,Suburban,21,True,False,19.26,1.37,11,378111.0,0.596,38.75,17.98,0.14,44,10.56,Poor,1,Low,53,46444.0,False,Elevated,2476.87,0,0.0
NY,1963,3588.0,0,704.0,Frame,10,854809.0,1000,Suburban,20,True,True,18.54,30.42,120,700798.0,1.758,68.33,65.3,0.29,35,5.86,Poor,0,Low,63,154011.0,False,High,4466.59,0,0.0
NY,2016,2835.0,0,620.0,Frame,5,525445.0,500,Suburban,1,False,False,27.31,8.64,120,412818.0,0.167,18.56,74.91,2.51,37,13.14,Adequate,1,Low,10,112627.0,False,Moderate,1541.0,0,0.0
CA,1990,2508.0,1,700.0,Masonry,10,640399.0,2000,Suburban,8,True,False,0.82,51.49,26,491061.0,3.605,22.2,46.68,1.4,57,15.22,Poor,1,High,36,149338.0,True,Elevated,3189.69,0,0.0
CA,1963,2598.0,1,700.0,Masonry,4,530195.0,2000,Urban,22,False,False,20.34,9.06,17,405473.0,0.647,27.46,52.3,2.45,37,6.52,Excellent,2,Moderate,63,124722.0,True,Elevated,2508.11,0,0.0
Other,2010,2121.0,0,762.0,Frame,1,503625.0,1000,Suburban,2,False,False,26.43,28.66,120,373565.0,0.477,26.61,49.36,6.97,59,6.19,Poor,2,Low,16,130060.0,False,Moderate,1020.26,0,0.0
LA,1984,1981.0,0,705.0,Frame,10,398381.0,5000,Urban,20,False,True,0.0,10.18,120,430148.0,3.042,33.39,78.71,15.0,82,0.79,Adequate,1,Moderate,42,0.0,False,Moderate,1260.79,0,0.0
CA,1960,2416.0,0,700.0,Frame,6,389048.0,1000,Rural,22,False,False,21.47,2.97,120,454506.0,0.279,40.87,37.95,3.08,37,1.5,Adequate,1,Low,66,0.0,True,Moderate,1578.11,0,0.0
MA,1954,2426.0,0,700.0,Frame,6,673330.0,500,Suburban,30,True,True,20.0,34.35,120,504555.0,0.443,51.91,81.4,13.37,69,22.59,Adequate,1,Low,72,168775.0,True,High,4540.32,0,0.0
FL,1981,2073.0,0,488.0,Masonry,7,495492.0,500,Suburban,3,False,False,3.9,41.4,120,362345.0,0.237,48.43,74.64,4.47,33,16.39,Poor,0,High,45,133147.0,False,Elevated,2515.63,0,0.0
MA,1984,2249.0,0,700.0,Frame,8,478273.0,1000,Suburban,24,True,False,22.1,2.37,120,335742.0,1.047,30.27,39.88,1.32,81,0.71,Adequate,1,Low,42,142531.0,True,Moderate,1830.17,0,0.0
Other,1963,1581.0,0,764.0,Frame,7,351526.0,1000,Suburban,29,False,True,28.2,8.36,120,230041.0,0.974,41.49,47.88,3.51,79,0.76,Adequate,0,High,63,121485.0,False,Elevated,2120.19,0,0.0
CA,1959,1702.0,0,700.0,Frame,6,371639.0,500,Suburban,21,False,False,24.67,72.67,120,275210.0,0.917,44.84,11.71,0.18,38,11.4,Adequate,0,Moderate,67,96429.0,True,Elevated,3186.46,0,0.0
Other,2013,1791.0,0,765.0,Frame,5,403364.0,500,Rural,5,False,True,5.88,0.71,120,346250.0,0.67,45.98,35.97,1.03,86,3.15,Adequate,2,Low,13,57114.0,False,Low,671.2,0,0.0
TX,1968,2018.0,1,690.0,Masonry,9,397057.0,1000,Suburban,27,True,True,26.45,0.39,24,328825.0,2.399,16.17,74.53,4.43,70,8.89,Poor,5,Low,58,68232.0,False,Elevated,2068.85,0,0.0
FL,1952,2527.0,1,803.0,Frame,1,720797.0,5000,Suburban,28,False,False,8.58,3.94,27,508162.0,0.203,32.46,96.37,7.69,42,0.87,Poor,0,Low,74,212635.0,False,Elevated,2025.36,0,0.0
OK,1983,1606.0,1,687.0,Frame,6,365824.0,1000,Urban,16,False,False,24.39,41.4,19,252731.0,0.479,39.7,53.33,7.24,65,1.87,Excellent,5,Low,43,113093.0,False,High,3557.87,0,0.0
LA,1977,1243.0,0,796.0,Frame,2,256540.0,1000,Urban,14,False,True,15.08,0.06,120,311554.0,0.429,16.17,53.34,8.29,64,7.87,Excellent,1,Low,49,0.0,False,Low,580.03,0,0.0
TX,1997,2021.0,0,741.0,Frame,2,483678.0,1000,Rural,3,True,False,14.23,7.5,120,357564.0,0.798,28.72,23.87,0.38,45,2.5,Adequate,1,High,29,126114.0,False,Low,805.8,0,0.0
CA,1984,2095.0,1,700.0,Masonry,10,325770.0,2000,Rural,18,False,True,6.55,63.28,10,296632.0,1.107,24.64,87.65,12.04,54,7.99,Poor,1,Low,42,29138.0,True,Moderate,1761.71,1,35209.33
TX,1974,2087.0,1,581.0,Frame,9,495266.0,2000,Rural,21,False,False,12.29,0.25,28,364789.0,1.304,54.55,50.29,2.83,64,38.81,Adequate,5,Low,52,130477.0,False,Elevated,3023.41,0,0.0
FL,1993,2364.0,0,585.0,Frame,2,451976.0,500,Urban,12,False,False,7.37,12.8,120,374919.0,0.15,36.02,40.44,18.2,58,4.28,Excellent,1,High,33,77057.0,False,Moderate,1204.46,0,0.0
FL,1973,2136.0,1,688.0,Frame,9,360540.0,1000,Suburban,19,False,True,11.09,13.61,2,420012.0,0.509,15.81,70.87,14.38,53,20.78,Adequate,0,Low,53,0.0,False,Elevated,2018.24,0,0.0
TX,1956,3015.0,1,764.0,Masonry,1,791789.0,1000,Urban,22,False,True,19.11,6.99,18,553634.0,0.306,52.51,11.07,0.73,33,12.6,Poor,2,Low,70,238155.0,False,Elevated,3463.74,0,0.0
Other,2006,2106.0,0,680.0,Frame,8,462561.0,2000,Urban,8,False,False,23.88,1.32,120,435009.0,1.969,42.59,9.39,5.27,84,31.25,Adequate,4,Moderate,20,27552.0,False,Elevated,2367.29,0,0.0
MA,2014,2377.0,1,700.0,Frame,4,487161.0,2000,Urban,21,True,False,35.75,2.91,11,382411.0,0.608,28.82,43.57,4.81,99,3.5,Adequate,0,Low,12,104750.0,True,Elevated,2153.83,0,0.0
Other,1998,2821.0,0,818.0,Fire Resistive,7,667740.0,2000,Rural,19,True,True,25.04,26.5,120,466491.0,0.782,23.49,31.91,0.16,82,8.34,Adequate,0,High,28,201249.0,False,Low,892.44,0,0.0
CA,1992,2384.0,2,700.0,Masonry,8,578877.0,500,Urban,15,True,True,21.27,74.98,22,436243.0,1.223,36.95,37.32,12.74,76,3.75,Adequate,1,Moderate,34,142634.0,True,High,9073.71,0,0.0
CA,2019,2390.0,0,700.0,Fire Resistive,9,450306.0,1000,Urban,6,True,False,27.74,6.03,120,355870.0,1.287,8.55,27.63,0.67,89,1.71,Excellent,1,Low,7,94436.0,True,Low,956.35,0,0.0
CO,2010,1917.0,0,635.0,Fire Resistive,7,413061.0,5000,Suburban,2,False,False,10.22,11.38,120,440311.0,0.723,25.3,44.75,5.08,69,1.14,Adequate,2,High,16,0.0,False,Low,995.47,0,0.0
OK,2003,1449.0,0,637.0,Frame,7,315427.0,2000,Suburban,9,False,False,28.13,2.62,120,339772.0,0.439,35.19,36.12,12.94,88,4.41,Adequate,1,Low,23,0.0,False,Moderate,1477.41,0,0.0
OK,1954,2214.0,0,717.0,Frame,3,410337.0,1000,Rural,27,False,False,21.09,11.38,120,401141.0,0.613,44.02,61.49,0.43,37,24.84,Excellent,3,Moderate,72,9196.0,False,Moderate,1267.35,0,0.0
CA,2013,2049.0,0,700.0,Frame,3,438016.0,1000,Suburban,4,True,False,6.47,13.68,120,362436.0,0.563,26.89,58.25,0.24,80,7.28,Excellent,1,Low,13,75580.0,True,Moderate,1163.93,0,0.0
WA,1982,1405.0,0,650.0,Frame,6,280595.0,2000,Urban,15,False,True,14.84,11.09,120,244415.0,0.351,2.76,57.98,0.59,63,23.59,Adequate,1,Low,44,36180.0,False,Moderate,1201.7,0,0.0
NY,2014,2164.0,1,712.0,Frame,8,519190.0,1000,Rural,6,True,False,34.0,42.33,10,306643.0,1.058,40.2,70.18,0.1,80,20.88,Adequate,2,Moderate,12,212547.0,False,High,3697.63,0,0.0
FL,1978,1998.0,0,757.0,Frame,8,533933.0,2000,Rural,22,True,False,27.79,48.52,120,550795.0,0.45,21.05,81.49,3.5,92,14.32,Poor,0,Low,48,0.0,False,High,3626.53,0,0.0
NY,1963,2643.0,1,548.0,Frame,6,626621.0,500,Urban,30,True,False,23.6,1.41,26,513434.0,0.873,43.57,33.11,0.68,94,6.68,Adequate,0,Low,63,113187.0,False,High,4223.47,1,51979.56
CA,1987,1579.0,0,700.0,Fire Resistive,7,252482.0,1000,Urban,22,False,False,7.49,48.85,120,166359.0,2.263,41.09,48.33,4.08,72,26.34,Excellent,1,Low,39,86123.0,True,Low,853.87,0,0.0
TX,1979,3300.0,0,616.0,Frame,8,952457.0,500,Suburban,20,False,False,27.38,54.22,120,534244.0,3.988,34.5,77.77,7.18,56,8.12,Excellent,3,Low,47,418213.0,False,High,10823.96,0,0.0
Other,1992,1784.0,2,575.0,Frame,10,246305.0,5000,Suburban,26,True,False,18.15,10.26,19,269576.0,2.458,4.3,47.97,0.19,91,6.45,Poor,0,Low,34,0.0,False,Moderate,1233.78,0,0.0
CO,2010,1345.0,0,850.0,Masonry,9,187100.0,1000,Urban,11,True,True,30.65,4.37,120,192709.0,0.571,13.54,68.89,7.98,86,4.32,Poor,3,Low,16,0.0,False,Low,596.33,0,0.0
CA,1951,2739.0,0,700.0,Fire Resistive,8,580198.0,1000,Urban,26,False,False,23.48,34.69,120,601034.0,0.398,38.74,26.99,0.54,32,8.06,Adequate,2,Low,75,0.0,True,High,3734.3,0,0.0
